"","CCNA2","CCNB1","BIRC5","TOP2A","PLK1","NDC80","CDCA8","MKI67","CDC6","CENPF","KRT17","RRM2","t","p"
"429",3.370303,5.7364454,4.669664,3.649353,3.8389087,4.5212393,3.4995277,3.8097076,4.549916,4.669664,1.3015488,4.2371755,0.095,"G1"
"430",4.84313,4.6962576,5.2167077,5.9949565,4.003913,5.084657,4.9584365,5.3065615,5.044328,5.0023046,3.8987308,6.0756817,0.616,"S-ph"
"432",4.7972326,5.299764,4.5657873,5.413094,3.8080845,4.7889338,3.6123328,5.031883,3.95267,5.070349,5.7184772,5.188832,0.662999999999999,"S-ph"
"433",4.803628,6.259924,5.516421,4.6485634,4.931845,5.122954,4.286851,5.0875425,4.263648,5.7750125,4.2031693,5.00156,0.063,"G1"
"434",5.042059,5.8507953,4.9499054,5.7630267,3.7348194,5.2714367,3.407853,5.3936386,3.407853,5.0483274,3.3750925,5.4784255,0.962,"G2M"
"435",5.4194875,6.7043514,5.229027,3.1246223,4.643969,5.087347,4.1487336,4.90088,2.9882607,4.833957,3.3517146,3.946483,0.084,"G1"
"436",5.3145337,6.809276,5.2234898,5.299284,5.6019316,5.2640963,5.0372653,5.9242744,3.482241,5.918086,4.304919,5.3295546,0.015,"G1"
"437",5.3984423,6.516677,5.18551,6.080129,5.4075336,5.1741457,4.8133574,5.6078005,2.8420753,5.3753457,2.2055962,5.3517027,0.69,"S-ph"
"438",0,5.287442,4.1068335,2.9680243,3.5630522,2.2810915,2.6519055,4.0922637,0,4.1068335,1.2909411,3.3407679,0.046,"G1"
"439",5.7109356,6.071544,4.845966,6.33602,4.6286764,5.3266363,4.789729,5.667232,3.7076094,5.7684584,2.4793053,4.984362,0.981,"G2M"
"440",2.1293194,3.3381457,2.9924505,3.3949556,1.9114171,3.9831753,2.386821,4.6030536,4.4423013,4.085134,4.734298,4.9366584,0.239,"G1"
"441",4.80757,4.475966,4.356796,5.380871,3.8994656,4.0649405,4.2778206,4.8314734,4.5199227,4.660134,4.8314734,5.7710495,0.99,"G2M"
"442",5.2757864,6.1131063,4.89704,5.919641,4.754301,5.3435035,3.6373441,5.425192,3.6373441,5.6413965,5.760405,5.9233146,0.835,"G2M"
"443",4.199513,5.362469,4.898634,5.690335,3.866338,5.518358,3.8081954,5.251051,1.8557054,5.387459,3.2301297,5.391564,0.94,"G2M"
"444",5.7405243,6.628043,5.4593987,6.270801,5.4069853,5.923687,5.144813,5.55,1.9457494,5.988058,3.991442,5.4593987,0.800999999999999,"G2M"
"445",3.4247346,2.4761446,3.7748454,3.54606,0,3.1263494,2.4761446,3.9795995,4.23907,4.5014024,4.8425426,4.1337247,0.201999999999999,"G1"
"446",4.546677,5.3214746,4.7977495,5.3474374,3.9190207,3.1541164,3.8640764,5.3851595,2.9415855,5.039787,5.376899,5.5051727,0.924,"G2M"
"447",3.867047,4.5189223,4.397289,4.617967,2.2613575,3.8868313,3.1340945,4.7907395,2.729606,4.5795183,1.9066849,3.761791,0.856,"G2M"
"448",5.4472675,6.6701,5.4569507,6.2944202,5.424303,5.5576982,4.6529355,5.9820275,3.1606243,6.201239,3.7821898,5.11575,0.875999999999999,"G2M"
"449",5.5651603,6.3758655,5.571984,2.603921,4.7172623,5.018601,4.5042944,5.4059296,4.017045,4.9060655,0.6387148,5.2356725,0.416,"S-ph"
"450",4.720602,4.8442607,4.6811185,5.42472,3.6008737,4.5883427,4.110268,4.978518,3.7746549,4.8510795,4.393841,5.2674694,0.979,"G2M"
"451",5.391105,6.226245,5.326379,6.142896,5.3105206,5.707644,5.3145084,5.6177554,2.1140273,4.845864,2.7448997,5.6495743,0.814,"G2M"
"452",4.2861977,4.703861,4.438381,5.5507402,3.473496,4.625959,2.6295376,4.959629,4.625959,4.560873,5.2243395,6.1502194,0.479,"S-ph"
"453",5.0879397,4.88364,4.877495,5.3267064,4.14817,4.8461905,4.21012,5.402433,4.1734123,5.178592,3.577975,5.54809,0.619,"S-ph"
"454",4.6341405,5.456117,5.231319,5.5860476,4.5833583,5.1197205,4.3331027,5.4030423,3.492136,4.9722567,4.6765532,5.1497335,0.952,"G2M"
"455",4.8850718,5.622456,4.6200705,5.69316,3.8543544,5.170862,3.837033,5.099313,3.9367273,5.324201,5.648489,5.870356,0.966,"G2M"
"456",5.731706,5.9542007,5.619214,6.5654607,5.3954105,5.8989077,5.723271,5.877358,2.5720398,6.17996,4.729929,5.3389797,0.899,"G2M"
"457",5.4072523,6.6326365,5.4733787,5.524062,5.2402368,5.128149,4.747919,5.5902505,4.126868,5.691672,0,4.921877,0.008,"G1"
"458",5.2298627,6.202758,5.4233804,5.6860466,5.379519,5.589094,5.3750253,5.917715,2.0551772,5.059991,4.6168823,4.5876203,0.675,"S-ph"
"459",2.11234,5.917941,5.04121,2.519345,3.47031,3.6474335,0,3.9686146,2.6739352,4.097319,4.007108,3.8433552,0.166,"G1"
"460",4.5152783,5.096044,4.495887,3.9989278,3.7226565,4.2657166,3.8611097,4.8192964,4.161915,4.598169,4.0763187,5.508399,0.344,"S-ph"
"461",5.0614595,6.7977757,5.6662455,5.0614595,5.147475,5.7570496,5.0670576,5.751434,3.3793528,5.787386,4.524581,5.4515967,0.032,"G1"
"463",4.0031557,5.083368,4.8633122,5.1017165,3.984808,5.1432643,3.42987,5.2940836,3.8876524,5.2268763,1.6060355,5.1605554,0.476,"S-ph"
"464",5.949182,6.703746,5.537083,6.0375147,5.4497056,5.708731,5.471213,5.9197283,3.700266,6.1385207,2.9014032,4.815603,0.00699999999999999,"G1"
"465",4.1892543,4.912251,3.8062649,3.610522,2.4845338,3.8708026,3.7131753,3.931427,4.897436,4.7000775,0,4.0600433,0.812,"G2M"
"466",4.3394737,5.101311,4.7065973,4.3283224,2.4161208,3.8838463,3.14005,3.369238,4.074365,3.2110617,4.849518,4.5214696,0.22,"G1"
"467",4.696388,5.134955,4.9993644,5.3446584,3.9479556,5.0109143,3.824256,4.9208503,3.4108658,4.9638915,5.222321,4.395939,0.945,"G2M"
"468",4.655601,4.7974334,4.379487,5.2982974,3.3218248,5.074734,3.8082821,4.819233,4.8083925,4.9966025,0.84824467,5.601306,0.547999999999999,"S-ph"
"469",4.1372023,6.1166015,5.112679,5.267969,4.5057263,5.0770526,3.1886477,5.167166,4.4529853,5.718624,3.3640742,3.7021542,0.071,"G1"
"470",4.6679187,5.1155787,4.4593983,5.2459807,3.9642966,4.98019,4.3833623,5.1888056,5.0899277,4.806455,4.5300593,5.6021867,0.537999999999999,"S-ph"
"472",4.028975,5.6988916,5.098664,3.2681427,3.6727908,3.401368,0,4.411603,0,4.5292993,3.1942232,5.045887,0.123,"G1"
"473",4.2119093,5.6046615,4.7851863,4.723844,3.8813467,3.3002422,3.4616072,4.8429823,4.8429823,4.765154,3.8311381,5.4641404,0.184,"S-ph"
"474",4.303588,3.94658,4.0060673,5.085952,3.2316566,4.640282,3.7180367,4.7467184,4.4496474,4.6900706,4.609174,5.1854463,0.39,"S-ph"
"475",5.203394,6.1750426,4.9562488,6.006168,4.6747875,5.39389,4.8320236,5.5538383,3.6245973,5.9119215,4.7348633,4.7201796,0.762,"G2M"
"476",4.827365,5.5287213,4.827365,5.976493,4.5464115,5.0755343,3.8797357,5.4916005,4.2238164,5.274198,4.3096066,5.726457,0.664,"S-ph"
"477",5.1930747,6.3098125,5.178835,6.118247,5.3335466,5.400851,4.9243445,5.8073635,3.9973166,5.727784,4.657367,4.673345,0.755999999999999,"G2M"
"478",4.9524016,5.3248844,4.974717,5.2932925,4.266296,4.906218,4.220444,4.9295764,4.121906,4.882301,3.4945388,5.309213,0.795,"G2M"
"479",5.467669,6.2321935,5.194336,6.456158,5.135485,5.7532067,5.2280526,5.7597218,2.9726138,5.7885265,4.4360795,5.699497,0.866,"G2M"
"480",5.202251,5.744515,4.8812194,6.0346303,4.143527,5.238687,4.665064,5.3276396,3.7875395,5.4032702,0.85371876,5.4848332,0.836,"G2M"
"481",4.4938593,6.3874393,4.4679537,5.3541694,3.9960825,4.6439695,2.520883,5.235625,3.9676356,5.590701,2.6365438,4.748368,0.102,"G1"
"482",4.0532813,6.0666203,5.5207105,4.8989124,3.962587,4.9878855,2.5376637,4.929458,2.469618,5.255212,1.6410806,5.0377016,0.136,"G1"
"483",3.1691859,4.262568,4.1408057,2.517217,1.7720951,2.5808163,0,3.437621,4.532237,1.9016638,1.4481992,2.9815726,0.172,"G1"
"484",4.9264436,4.7455716,4.8528934,5.7996492,4.192452,5.7173886,3.1703033,5.2472143,4.8528934,4.972634,2.0173652,4.773501,0.534,"S-ph"
"485",4.9937353,6.415398,5.511826,4.529214,5.445853,4.779393,4.342217,5.779139,1.4258935,5.445853,2.5330968,4.1787677,0.069,"G1"
"486",4.928321,5.5503783,5.0915265,6.064719,4.288253,5.708498,4.4144373,5.1211987,3.56351,5.339237,3.300393,4.916432,0.789,"G2M"
"487",4.9178586,5.414805,4.7307844,5.5471897,4.5237417,4.992552,4.5004697,4.853808,3.794803,5.1880493,2.8275187,4.9255843,0.873,"G2M"
"488",5.343801,5.9299035,5.117883,5.800526,4.9795156,4.9964933,4.5944033,5.5345426,1.7883279,5.18515,4.6514664,4.777836,0.927999999999999,"G2M"
"489",4.6648545,4.4739532,4.314678,5.0844574,3.355889,5.1719046,3.928053,4.79503,4.452695,4.2897034,1.0454713,5.396006,0.372,"S-ph"
"490",5.621065,6.074181,5.2532396,6.066818,5.2077622,5.196062,4.942966,5.5778265,3.193544,5.494075,5.1661987,5.338424,0.973,"G2M"
"491",5.2473006,6.5735726,5.3136525,4.3904576,5.172131,5.567436,4.7297974,4.952454,3.794598,5.5866213,2.5887988,4.48464,0.077,"G1"
"492",4.887098,5.9436703,5.1236544,4.2733192,3.8116422,5.090185,3.6239495,4.9824805,4.505956,4.8954034,3.9049401,5.2415075,0.103,"G1"
"493",3.4561994,5.768009,4.872189,6.337658,3.6511173,5.239567,4.872189,5.952473,2.2541032,6.2022233,1.810916,3.0663857,0.985,"G2M"
"495",4.291592,5.507972,4.666065,5.053356,3.7325053,4.2105265,3.3500886,4.8453264,4.552795,4.0910783,1.9007249,5.112178,0.286,"S-ph"
"497",5.3832326,5.661697,4.6371074,5.8031173,4.6704035,4.842929,4.451639,5.379211,3.9946597,5.290786,4.97202,6.039287,0.774,"G2M"
"498",3.7047396,5.2256613,4.7025576,5.5707097,3.136447,4.6105466,3.565417,5.162112,4.627918,5.1671467,4.961593,5.3790436,0.485,"S-ph"
"500",5.429988,6.803811,5.1464562,6.4527187,5.7755733,5.3759394,5.0740347,6.025242,0.6540735,6.2266903,4.621498,5.1729712,0.005,"G1"
"501",5.7395363,6.395308,5.492057,6.1172395,5.567741,5.4957933,5.3559012,5.598502,2.8541358,5.7991114,5.2472463,4.8818574,0.691,"S-ph"
"502",0.6726431,4.8861227,4.6863246,3.8096101,3.3611693,3.7881234,1.5764265,4.746407,4.1786923,4.9146876,3.2559652,4.2898526,0.049,"G1"
"503",4.8454237,5.7375813,5.106892,5.6821957,4.217719,5.088314,4.3729634,4.9202504,3.6237853,5.010346,3.1696637,5.3578835,0.583,"S-ph"
"504",4.675116,5.677707,4.7806573,5.935501,4.663923,5.219489,4.6411524,5.7712193,3.7561119,5.789647,1.5219814,5.6898856,0.875999999999999,"G2M"
"505",1.8997601,3.9542894,3.5310075,3.5310075,2.2540708,1.7469206,2.7220008,3.0395107,4.2904735,2.4354713,4.902165,2.8393993,0.24,"G1"
"506",4.579026,4.944619,4.826566,5.3383627,3.869257,4.716283,4.5240426,4.9352965,4.066125,4.944619,2.5437016,4.8574114,0.512,"S-ph"
"507",5.553866,6.2197156,5.2024074,5.917921,5.42445,5.2944446,4.9232883,5.31732,3.7048852,5.77122,2.8138359,4.350598,0.718,"G2M"
"509",4.398439,4.7354875,4.627693,4.9043336,2.915698,4.5322223,3.324122,4.1567264,4.040899,4.794994,1.7327969,4.878099,0.36,"S-ph"
"510",5.212008,6.4854693,5.014881,5.1411476,5.302506,5.283091,4.570324,5.4702725,3.8775349,5.651892,1.5813742,4.34727,0.019,"G1"
"511",5.027211,5.844988,4.2674932,6.23722,4.1323514,5.1067495,4.430438,5.55653,4.1608806,5.1389914,4.215607,4.8462,0.650999999999999,"S-ph"
"512",5.0149336,5.072666,4.8288383,5.459849,3.9543364,4.9168873,4.519731,5.3385105,4.505702,4.709497,3.82354,5.601656,0.775,"G2M"
"513",4.9329224,6.2181892,5.2188015,4.887351,4.860347,4.3659554,3.4060762,4.9071364,4.604392,5.0065155,5.2140083,4.8325925,0.059,"G1"
"514",4.6058917,5.4594274,4.285472,5.6640344,4.0761657,4.854135,3.9376554,5.3677793,4.5511103,5.184969,4.186285,5.9554677,0.780999999999999,"G2M"
"515",5.393842,6.2692523,5.2829223,6.2125864,5.3378654,5.4282403,5.238504,5.6035438,0.6182368,5.7138834,2.4219525,4.4608994,0.73,"G2M"
"516",5.4425178,5.241046,5.1963935,5.678204,3.743349,4.7009783,4.424588,5.283789,3.921717,4.8900895,3.698987,4.826052,0.855,"G2M"
"517",3.625206,4.547125,4.8169427,5.345396,2.7481027,4.5556912,3.8559697,5.100953,4.9286995,5.045025,1.6212007,5.6920705,0.593,"S-ph"
"518",3.7478266,5.7266374,4.5706286,5.1855164,3.9662452,4.9998493,4.687261,5.1538043,2.357119,6.088551,1.8835709,4.038999,0.764,"G2M"
"519",4.4705844,4.782569,4.583014,4.268387,3.1528225,4.0001225,4.2225337,4.937437,5.066475,3.5891469,2.8332984,5.0252852,0.382,"S-ph"
"520",5.0627728,5.498081,4.8860216,5.862929,4.2003975,5.402831,4.397172,5.3515725,4.438342,5.4588842,2.8457727,5.782112,0.915999999999999,"G2M"
"522",4.7197227,4.514139,5.226975,5.255572,3.7353966,4.760188,3.9350767,5.1359224,4.3083754,4.8486876,4.41654,5.439037,0.398999999999999,"S-ph"
"523",4.9223957,5.48249,4.318127,5.6042805,4.125508,4.961918,4.0679846,5.282424,4.8653693,5.130874,4.547806,5.7982364,0.68,"S-ph"
"524",5.025771,4.345206,4.881805,5.825542,3.2953944,5.188524,4.3330956,5.2039423,4.4371424,4.936584,3.106707,5.860532,0.605,"S-ph"
"525",4.5220666,5.2097654,4.7987285,4.960011,4.215855,4.5859256,4.7117085,5.1529284,2.0893629,4.7474303,4.9090867,4.3152437,0.623,"S-ph"
"526",4.1587324,4.8279037,4.6504235,5.508844,3.7766814,5.1156178,3.8656602,5.203145,5.16325,4.688529,4.844035,4.5800314,0.444,"S-ph"
"527",5.3575726,6.54157,4.9278054,6.4486203,4.875827,5.4755645,4.7629867,5.40896,2.7964334,6.13076,2.0786514,4.6357746,0.753,"G2M"
"528",5.691858,6.558307,5.542035,6.0406947,5.4958806,5.760626,5.1515718,5.8249674,3.543078,5.471979,3.543078,5.111916,0.659,"S-ph"
"529",5.4581704,6.3516445,4.9758644,6.2124996,5.2350054,5.4668293,5.0634747,5.6795907,3.9710376,5.720555,3.1548035,4.450757,0.805999999999999,"G2M"
"530",4.7144475,4.6752005,4.9754825,4.685158,3.595064,3.782619,2.839026,4.4765997,4.147093,5.0808935,3.0630262,5.1201315,0.513,"S-ph"
"531",5.177315,5.968385,5.0699697,5.930402,5.0162516,5.125082,4.4337544,5.73563,4.082154,5.2343774,3.64965,5.753391,0.84,"G2M"
"532",5.6188674,6.442546,5.2094827,5.9933815,5.0201817,5.0201817,4.910141,5.471028,2.75546,5.4665923,5.7903457,5.3537707,0.887,"G2M"
"534",4.980695,5.473689,5.0089936,5.5013537,3.7364578,4.915466,4.495175,5.4701767,3.6534166,4.791688,2.1425653,4.322502,0.86,"G2M"
"535",4.979852,5.498352,4.829743,5.5652256,4.816154,5.15031,4.586463,5.4192266,3.7860613,5.278819,5.923015,5.008477,0.848,"G2M"
"536",5.362708,6.380508,5.024736,4.898872,5.269972,5.618127,4.6908894,5.451436,3.2653146,4.843728,4.1861644,4.7625694,0.0579999999999999,"G1"
"537",3.2574394,6.6220026,5.2125826,4.251113,4.880374,5.40269,3.6499925,5.3026247,2.7957013,4.5144014,5.072329,4.633305,0.111,"G1"
"538",4.6578627,6.365784,4.8735266,5.4604015,4.737888,5.1347,3.7137618,5.489031,2.2805638,5.532426,0,4.464417,0.053,"G1"
"539",2.501285,5.415937,4.2953424,3.879021,3.0760915,0,2.1693475,3.2899644,3.7253478,4.8757386,3.568289,4.447544,0.123,"G1"
"540",5.348937,6.5242963,5.5559783,4.082139,5.3008537,5.3858056,4.612682,5.39032,4.453638,5.7652774,5.4343777,4.418552,0.0409999999999999,"G1"
"542",4.278476,4.884287,4.743267,4.7294035,1.4258403,4.402007,3.4350464,4.783741,3.9120424,3.6619253,0,5.530728,0.965,"G2M"
"543",4.158994,4.605282,4.2905707,5.293417,2.3026867,4.770797,3.3323133,5.0938625,4.2905707,3.8287518,5.0370646,5.293417,0.609,"S-ph"
"544",4.56278,5.370729,4.9331465,5.43639,4.761552,5.1430826,4.292519,5.147805,3.837258,5.175684,4.50175,5.432853,0.749,"G2M"
"545",4.1820326,5.081138,4.7179456,5.7025476,3.937868,5.0062747,3.5040376,4.9112024,4.5281634,5.205334,4.191832,5.6785836,0.759,"G2M"
"546",4.3000827,4.824309,4.4503574,4.9376345,3.4300807,4.484645,3.2150006,5.064893,4.484645,4.649962,0,4.855807,0.483,"S-ph"
"547",4.98904,5.776024,4.9513245,5.819974,4.296536,4.672368,4.12184,5.3306026,4.2196774,5.666318,5.2291822,6.1490445,0.826,"G2M"
"548",4.587441,4.1255116,4.076736,4.6362224,3.8536675,5.069798,3.5934963,4.5569873,4.424954,5.0191603,2.2864807,5.314896,0.382999999999999,"S-ph"
"549",4.998347,5.503827,5.161826,5.978246,4.4172525,5.358909,4.802817,5.150592,3.1942117,5.7141714,2.6152103,5.4124875,0.837,"G2M"
"550",4.231889,5.927511,4.955791,1.9961511,4.046308,3.9692626,0,4.652921,3.5830657,4.5686107,2.6189525,3.234063,0.146,"G1"
"552",5.762005,6.1578555,5.358111,6.1151743,4.6804895,5.57812,5.1251597,5.801386,2.974401,5.654151,2.7036016,4.6364594,0.742,"G2M"
"553",5.551922,6.438389,5.327698,5.901257,4.996233,5.2804317,5.010423,5.7485247,2.3521945,5.728112,2.535412,4.659608,0.74,"G2M"
"554",4.1144753,4.5578136,4.1575775,5.3099136,4.1575775,4.612817,4.0382333,5.2551336,3.6336596,4.7462225,1.0287669,4.8569446,0.842,"G2M"
"555",4.4174175,5.301536,5.1045136,5.7250457,4.137428,5.466057,4.3949666,5.210384,4.3484936,4.9476485,4.599578,5.5764275,0.665999999999999,"S-ph"
"556",4.8538237,5.313555,4.6094775,5.1034036,4.224743,4.8284917,4.01687,5.1478734,4.3834963,4.720215,3.9156413,5.2594686,0.626,"S-ph"
"557",4.625727,5.1401014,4.835614,5.576637,4.142836,4.87278,4.4747615,5.123204,4.4962564,4.8872676,3.4802356,5.4978113,0.842,"G2M"
"559",5.006156,5.3849564,4.784685,5.4904766,3.9558702,5.006156,4.030454,5.092609,4.2643604,4.2452183,3.3781834,5.2876296,0.818,"G2M"
"560",2.968524,6.0481873,5.344628,4.160171,3.9012818,3.5942318,0,4.4677625,0.9316118,4.970435,4.207073,4.458897,0.134,"G1"
"562",5.3319354,6.639496,5.3424296,3.658982,5.469689,5.3034,5.216512,5.5116897,4.043145,5.995869,3.2189677,4.801878,0.065,"G1"
"563",4.8542905,4.255794,5.3187165,4.4421453,2.7372344,3.7501419,3.661407,5.09126,4.7583523,4.2810774,2.1068265,4.72688,0.474,"S-ph"
"564",3.917824,4.7202034,4.10442,4.339325,0.7637453,3.7165065,3.659139,4.699557,4.4252486,4.046006,3.464175,5.247758,0.405,"S-ph"
"565",4.452159,5.869382,5.649186,4.5903997,4.512098,4.3480926,1.8406689,5.157931,2.2493112,5.7451935,3.490566,4.6529574,0.068,"G1"
"566",4.8193965,4.9335885,4.4849415,5.111101,3.090191,4.6483035,4.247616,5.0836186,4.309919,4.860863,3.2180195,5.2618027,0.584,"S-ph"
"567",4.888541,5.729333,4.999242,5.9527044,3.4470024,5.052474,4.5168047,5.0738444,3.2317874,5.4529157,4.448065,5.8836465,0.930999999999999,"G2M"
"568",3.3217497,6.088291,5.3546433,4.6613674,3.5814857,0.70668566,0,5.273781,0,4.939356,5.819829,4.2008753,0.116999999999999,"G1"
"569",5.549405,6.09396,4.478118,5.9446673,4.67141,5.494816,4.733363,5.662317,2.6849756,5.9356823,3.343416,4.3096027,0.849,"G2M"
"570",4.6002226,4.2602453,4.7403083,5.209759,3.099984,4.7182813,3.853036,5.3494005,4.5876126,5.0553837,1.5561959,5.5715938,0.655,"S-ph"
"571",4.789266,5.272284,5.070212,5.048994,3.6314266,4.5842557,4.249591,4.886346,4.8256674,5.272284,1.4684324,4.9593134,0.569,"S-ph"
"573",4.661029,4.935725,4.7516365,5.380706,3.8900878,4.8258147,3.4367666,5.3494363,4.28104,5.2838025,4.9437,5.4922566,0.516,"S-ph"
"574",5.097353,5.8284173,4.939581,5.936157,4.6703887,4.8635178,4.5696096,5.797842,1.899852,5.5439415,3.1671455,4.5457644,0.724,"G2M"
"575",5.7197657,6.4223337,4.797271,6.079616,4.93413,5.7417336,5.314553,5.9157906,3.2403889,6.079616,0.61320144,5.779053,0.794,"G2M"
"576",5.2543807,6.1467547,5.3628316,6.121745,4.8147783,5.445838,4.431827,5.503863,4.284212,4.9863334,4.31553,5.2422495,0.779,"G2M"
"577",4.9887376,5.2521634,3.9753609,5.5773005,4.012406,5.2146244,4.115956,5.4732046,4.7758074,5.2934074,5.804243,5.937398,0.472,"S-ph"
"578",4.9357586,4.468729,4.468729,5.738966,3.5901692,4.8304563,4.1598425,4.785021,5.150769,4.8949585,3.3927817,5.7086678,0.517,"S-ph"
"579",4.3985047,5.42261,4.9783006,5.01532,2.8044589,4.35257,3.1705585,3.9879506,4.340749,4.663209,2.3153348,5.2025805,0.387,"S-ph"
"580",5.30063,5.9323015,5.3053794,6.049227,4.6358685,5.0287676,4.821197,4.880895,3.8044593,5.462877,5.4299583,5.1240506,0.765999999999999,"G2M"
"581",5.4051795,6.105446,5.143693,6.100773,4.9265647,5.3668895,4.4624104,5.451068,3.0376632,5.720696,3.5982046,5.020526,0.819,"G2M"
"582",4.6078463,4.044944,4.9248834,4.401404,2.2650905,4.418888,3.3936126,4.7165084,4.935279,4.0194287,4.5787296,5.461722,0.447999999999999,"S-ph"
"583",4.466081,6.306947,5.416813,3.647017,5.138287,4.9102254,3.2982473,5.2260838,4.0513415,5.9327946,5.563688,3.939495,0.122,"G1"
"584",4.434035,4.3924336,4.6928706,4.7538815,1.8165768,3.9931347,2.345939,4.6109686,5.180901,5.121231,3.4354746,5.161404,0.427,"S-ph"
"585",3.0409954,3.4754505,4.304906,4.2920113,2.9945917,4.1823936,3.2816336,4.3789644,4.436748,4.701561,5.101109,4.971741,0.307,"G1"
"587",4.9204354,5.2534404,4.262858,5.3949213,3.1551638,4.3346286,3.4032567,4.910751,3.85513,4.7299013,3.0356688,5.1047516,0.829,"G2M"
"589",4.1589375,5.1170797,4.2152276,5.8265324,3.6632385,5.1658487,4.3313684,5.2072887,4.2152276,5.1281247,5.375061,5.8072257,0.685,"S-ph"
"590",4.279294,4.5231194,4.3552284,4.7189946,3.415264,3.2456741,3.5047328,4.3429666,5.023365,4.239049,5.236394,5.542767,0.929,"G2M"
"591",4.2770267,5.449348,4.6237707,4.9845653,3.5834718,4.105993,2.8604732,4.948712,4.517255,4.494519,2.5114658,5.3370657,0.368,"S-ph"
"592",4.5410113,5.391633,4.674584,5.1117,3.0735738,4.4727798,3.4635003,4.0002074,4.292739,4.6841564,4.674584,4.8505216,0.828,"G2M"
"593",4.4294486,5.244725,4.9255166,6.1379104,4.0050645,5.1350837,3.9860034,5.6225476,4.095272,5.3184566,5.7017355,5.7621636,0.889,"G2M"
"594",4.817991,5.2613635,4.649587,5.827263,4.177985,5.1228766,4.0529065,4.9687667,4.3151054,5.2761755,4.8257103,5.918961,0.657,"S-ph"
"595",4.653348,5.1603546,4.6829205,5.409722,3.4143097,5.0319343,4.0180483,5.451116,4.77562,5.2633305,3.5437202,5.381142,0.535,"S-ph"
"596",5.0359664,6.2347775,5.0117354,4.6456065,4.800911,5.190898,4.493055,5.306922,3.475261,5.5417857,2.1241972,4.915251,0.179,"G1"
"597",5.6522574,6.3759356,5.1004157,6.3892245,5.3151197,5.6171684,5.124083,5.8345685,2.4687073,6.164437,2.18152,5.213519,0.785999999999999,"G2M"
"598",4.444873,4.3892,4.2347326,5.1786947,2.8417559,5.340368,3.6650493,5.351365,4.5229692,5.1851726,1.4951093,5.6989202,0.467,"S-ph"
"599",4.9437685,6.2290916,4.9720063,4.219069,4.2577233,5.5273175,3.7500098,4.9437685,2.0408328,5.720458,3.4596636,4.9903984,0.156,"G1"
"600",5.1964426,6.4483166,4.6964035,6.2622128,4.529937,5.2246585,5.129886,5.4199095,3.6158829,5.8046126,4.7973027,4.8986306,0.711,"G2M"
"601",5.387343,6.755148,5.2360773,6.160033,4.9905086,5.2556787,4.9518127,5.416686,3.0661983,5.9702487,2.2375202,4.6642957,0.682,"G2M"
"602",5.191799,3.9550717,4.3799105,5.4667087,2.7490907,4.4295583,4.1898847,5.0564775,5.2360086,4.887757,3.059516,5.314976,0.514,"S-ph"
"603",4.180638,4.445298,4.56565,5.650358,2.987036,4.718313,3.8411872,4.709425,4.925384,4.5235424,3.882852,5.3040953,0.493,"S-ph"
"604",5.544446,6.95796,5.5051246,6.251606,5.175602,5.318259,5.0308676,5.541228,4.137536,5.965621,3.0314589,4.703412,0.698,"G2M"
"605",4.3565845,4.621165,4.7800484,4.8509283,3.129924,3.5587907,3.5076847,4.4111576,4.5590014,4.158759,1.681656,5.3517327,0.42,"S-ph"
"606",4.767338,5.4562244,5.0239725,5.652026,3.5669448,4.889584,3.8875098,5.292538,4.775432,4.7087665,4.082658,5.7263627,0.755,"G2M"
"608",4.4917016,6.2946634,4.299209,4.286644,4.299209,4.42791,0,5.064092,4.3714533,4.8367085,2.4877489,4.0283966,0.2,"G1"
"609",4.844963,3.863656,4.3438654,5.0304985,1.4939723,4.249853,3.6412275,4.8783755,4.39843,4.0752835,4.321178,5.8893166,0.45,"S-ph"
"610",5.5209837,6.2946606,5.2091603,6.3941154,4.9600754,5.890118,5.4198747,5.9410353,3.2537823,6.18244,2.0625083,5.795559,0.782999999999999,"G2M"
"611",4.672521,5.402292,4.999077,4.955757,3.656281,4.6891723,4.2758884,5.2062087,3.8458686,4.6555877,3.1158512,4.021408,0.738,"G2M"
"612",5.461517,6.262016,4.9255495,6.2357497,5.00835,5.836236,5.01401,5.9308295,2.889785,5.686695,0.61490023,5.55447,0.722,"G2M"
"613",4.7482147,6.199782,5.043693,4.251068,3.8527021,4.3745537,2.411121,5.2619653,4.8826613,5.4167414,3.8527021,4.8685846,0.267,"G1"
"614",4.2776766,6.1170545,5.193132,2.9440765,4.428055,4.3728604,1.0293735,4.213231,4.3023353,5.0069165,4.0231886,4.5866275,0.214,"G1"
"615",5.3525457,6.3160934,5.3270264,6.206116,5.5971866,5.3398676,5.1061716,5.55006,2.7771845,5.851326,0.63482314,4.998497,0.696,"G2M"
"616",4.6170807,6.657077,5.3792896,4.974431,5.176622,4.6386867,3.1713352,4.694119,4.1176314,5.658993,0,3.613639,0.223999999999999,"G1"
"617",4.6161766,5.132242,4.6464157,5.1944046,3.62362,4.544597,3.514314,5.0757003,4.8480487,4.9465146,5.969573,5.564394,0.645,"S-ph"
"618",4.5334086,4.993716,5.1468973,5.1905665,3.7739084,4.9452643,3.9224749,5.2361264,5.0622563,5.0124574,0,5.2508636,0.566,"S-ph"
